Filename,Image_Type,Pair,Level_Engagement,Actual_Status
photography_1772190468511_raw.jpg,Raw,"[1, 2]",,
photography_1772190468511_raw.jpg,Raw,"[1, 3]",,
photography_1772190468511_raw.jpg,Raw,"[1, 4]",,
photography_1772190468511_raw.jpg,Raw,"[2, 3]",,
photography_1772190468511_raw.jpg,Raw,"[2, 4]",,
photography_1772190468511_raw.jpg,Raw,"[3, 4]",,
photography_1772190489396_annotated.jpg,Annotated,"[1, 2]",,
photography_1772190489396_annotated.jpg,Annotated,"[1, 3]",,
photography_1772190489396_annotated.jpg,Annotated,"[1, 4]",,
photography_1772190489396_annotated.jpg,Annotated,"[2, 3]",,
photography_1772190489396_annotated.jpg,Annotated,"[2, 4]",,
photography_1772190489396_annotated.jpg,Annotated,"[3, 4]",,
photography_1772190489396_depth.png,Depth,"[1, 2]",,
photography_1772190489396_depth.png,Depth,"[1, 3]",,
photography_1772190489396_depth.png,Depth,"[1, 4]",,
photography_1772190489396_depth.png,Depth,"[2, 3]",,
photography_1772190489396_depth.png,Depth,"[2, 4]",,
photography_1772190489396_depth.png,Depth,"[3, 4]",,
photography_1772190489396_raw.jpg,Raw,"[1, 2]",,
photography_1772190489396_raw.jpg,Raw,"[1, 3]",,
photography_1772190489396_raw.jpg,Raw,"[1, 4]",,
photography_1772190489396_raw.jpg,Raw,"[2, 3]",,
photography_1772190489396_raw.jpg,Raw,"[2, 4]",,
photography_1772190489396_raw.jpg,Raw,"[3, 4]",,
photography_1772190546243_annotated.jpg,Annotated,"[1, 2]",,
photography_1772190546243_annotated.jpg,Annotated,"[1, 3]",,
photography_1772190546243_annotated.jpg,Annotated,"[1, 4]",,
photography_1772190546243_annotated.jpg,Annotated,"[2, 3]",,
photography_1772190546243_annotated.jpg,Annotated,"[2, 4]",,
photography_1772190546243_annotated.jpg,Annotated,"[3, 4]",,
photography_1772190546243_depth.png,Depth,"[1, 2]",,
photography_1772190546243_depth.png,Depth,"[1, 3]",,
photography_1772190546243_depth.png,Depth,"[1, 4]",,
photography_1772190546243_depth.png,Depth,"[2, 3]",,
photography_1772190546243_depth.png,Depth,"[2, 4]",,
photography_1772190546243_depth.png,Depth,"[3, 4]",,
photography_1772190546243_raw.jpg,Raw,"[1, 2]",,
photography_1772190546243_raw.jpg,Raw,"[1, 3]",,
photography_1772190546243_raw.jpg,Raw,"[1, 4]",,
photography_1772190546243_raw.jpg,Raw,"[2, 3]",,
photography_1772190546243_raw.jpg,Raw,"[2, 4]",,
photography_1772190546243_raw.jpg,Raw,"[3, 4]",,
photography_1772190602195_annotated.jpg,Annotated,"[1, 2]",,
photography_1772190602195_annotated.jpg,Annotated,"[1, 3]",,
photography_1772190602195_annotated.jpg,Annotated,"[1, 4]",,
photography_1772190602195_annotated.jpg,Annotated,"[2, 3]",,
photography_1772190602195_annotated.jpg,Annotated,"[2, 4]",,
photography_1772190602195_annotated.jpg,Annotated,"[3, 4]",,
photography_1772190602195_depth.png,Depth,"[1, 2]",,
photography_1772190602195_depth.png,Depth,"[1, 3]",,
photography_1772190602195_depth.png,Depth,"[1, 4]",,
photography_1772190602195_depth.png,Depth,"[2, 3]",,
photography_1772190602195_depth.png,Depth,"[2, 4]",,
photography_1772190602195_depth.png,Depth,"[3, 4]",,
photography_1772190602195_raw.jpg,Raw,"[1, 2]",,
photography_1772190602195_raw.jpg,Raw,"[1, 3]",,
photography_1772190602195_raw.jpg,Raw,"[1, 4]",,
photography_1772190602195_raw.jpg,Raw,"[2, 3]",,
photography_1772190602195_raw.jpg,Raw,"[2, 4]",,
photography_1772190602195_raw.jpg,Raw,"[3, 4]",,
playing_1772197071728_annotated.jpg,Annotated,"[1, 2]",,
playing_1772197071728_annotated.jpg,Annotated,"[1, 3]",,
playing_1772197071728_annotated.jpg,Annotated,"[1, 4]",,
playing_1772197071728_annotated.jpg,Annotated,"[2, 3]",,
playing_1772197071728_annotated.jpg,Annotated,"[2, 4]",,
playing_1772197071728_annotated.jpg,Annotated,"[3, 4]",,
playing_1772197071728_depth.png,Depth,"[1, 2]",,
playing_1772197071728_depth.png,Depth,"[1, 3]",,
playing_1772197071728_depth.png,Depth,"[1, 4]",,
playing_1772197071728_depth.png,Depth,"[2, 3]",,
playing_1772197071728_depth.png,Depth,"[2, 4]",,
playing_1772197071728_depth.png,Depth,"[3, 4]",,
playing_1772197071728_raw.jpg,Raw,"[1, 2]",,
playing_1772197071728_raw.jpg,Raw,"[1, 3]",,
playing_1772197071728_raw.jpg,Raw,"[1, 4]",,
playing_1772197071728_raw.jpg,Raw,"[2, 3]",,
playing_1772197071728_raw.jpg,Raw,"[2, 4]",,
playing_1772197071728_raw.jpg,Raw,"[3, 4]",,
playing_1772197073177_annotated.jpg,Annotated,"[1, 2]",,
playing_1772197073177_annotated.jpg,Annotated,"[1, 3]",,
playing_1772197073177_annotated.jpg,Annotated,"[1, 4]",,
playing_1772197073177_annotated.jpg,Annotated,"[2, 3]",,
playing_1772197073177_annotated.jpg,Annotated,"[2, 4]",,
playing_1772197073177_annotated.jpg,Annotated,"[3, 4]",,
playing_1772197075379_annotated.jpg,Annotated,"[1, 2]",,
playing_1772197075379_annotated.jpg,Annotated,"[1, 3]",,
playing_1772197075379_annotated.jpg,Annotated,"[1, 4]",,
playing_1772197075379_annotated.jpg,Annotated,"[2, 3]",,
playing_1772197075379_annotated.jpg,Annotated,"[2, 4]",,
playing_1772197075379_annotated.jpg,Annotated,"[3, 4]",,
playing_1772197075379_depth.png,Depth,"[1, 2]",,
playing_1772197075379_depth.png,Depth,"[1, 3]",,
playing_1772197075379_depth.png,Depth,"[1, 4]",,
playing_1772197075379_depth.png,Depth,"[2, 3]",,
playing_1772197075379_depth.png,Depth,"[2, 4]",,
playing_1772197075379_depth.png,Depth,"[3, 4]",,
playing_1772197075379_raw.jpg,Raw,"[1, 2]",,
playing_1772197075379_raw.jpg,Raw,"[1, 3]",,
playing_1772197075379_raw.jpg,Raw,"[1, 4]",,
playing_1772197075379_raw.jpg,Raw,"[2, 3]",,
playing_1772197075379_raw.jpg,Raw,"[2, 4]",,
playing_1772197075379_raw.jpg,Raw,"[3, 4]",,
playing_1772197149472_annotated.jpg,Annotated,"[1, 2]",,
playing_1772197149472_annotated.jpg,Annotated,"[1, 3]",,
playing_1772197149472_annotated.jpg,Annotated,"[1, 4]",,
playing_1772197149472_annotated.jpg,Annotated,"[2, 3]",,
playing_1772197149472_annotated.jpg,Annotated,"[2, 4]",,
playing_1772197149472_annotated.jpg,Annotated,"[3, 4]",,
playing_1772197149472_depth.png,Depth,"[1, 2]",,
playing_1772197149472_depth.png,Depth,"[1, 3]",,
playing_1772197149472_depth.png,Depth,"[1, 4]",,
playing_1772197149472_depth.png,Depth,"[2, 3]",,
playing_1772197149472_depth.png,Depth,"[2, 4]",,
playing_1772197149472_depth.png,Depth,"[3, 4]",,
playing_1772197149472_raw.jpg,Raw,"[1, 2]",,
playing_1772197149472_raw.jpg,Raw,"[1, 3]",,
playing_1772197149472_raw.jpg,Raw,"[1, 4]",,
playing_1772197149472_raw.jpg,Raw,"[2, 3]",,
playing_1772197149472_raw.jpg,Raw,"[2, 4]",,
playing_1772197149472_raw.jpg,Raw,"[3, 4]",,
playing_1772197150950_annotated.jpg,Annotated,"[1, 2]",,
playing_1772197150950_annotated.jpg,Annotated,"[1, 3]",,
playing_1772197150950_annotated.jpg,Annotated,"[1, 4]",,
playing_1772197150950_annotated.jpg,Annotated,"[2, 3]",,
playing_1772197150950_annotated.jpg,Annotated,"[2, 4]",,
playing_1772197150950_annotated.jpg,Annotated,"[3, 4]",,
playing_1772197255899_annotated.jpg,Annotated,"[1, 2]",,
playing_1772197255899_annotated.jpg,Annotated,"[1, 3]",,
playing_1772197255899_annotated.jpg,Annotated,"[1, 4]",,
playing_1772197255899_annotated.jpg,Annotated,"[2, 3]",,
playing_1772197255899_annotated.jpg,Annotated,"[2, 4]",,
playing_1772197255899_annotated.jpg,Annotated,"[3, 4]",,
playing_1772197255899_depth.png,Depth,"[1, 2]",,
playing_1772197255899_depth.png,Depth,"[1, 3]",,
playing_1772197255899_depth.png,Depth,"[1, 4]",,
playing_1772197255899_depth.png,Depth,"[2, 3]",,
playing_1772197255899_depth.png,Depth,"[2, 4]",,
playing_1772197255899_depth.png,Depth,"[3, 4]",,
playing_1772197255899_raw.jpg,Raw,"[1, 2]",,
playing_1772197255899_raw.jpg,Raw,"[1, 3]",,
playing_1772197255899_raw.jpg,Raw,"[1, 4]",,
playing_1772197255899_raw.jpg,Raw,"[2, 3]",,
playing_1772197255899_raw.jpg,Raw,"[2, 4]",,
playing_1772197255899_raw.jpg,Raw,"[3, 4]",,
playing_1772197330309_annotated.jpg,Annotated,"[1, 2]",,
playing_1772197330309_annotated.jpg,Annotated,"[1, 3]",,
playing_1772197330309_annotated.jpg,Annotated,"[1, 4]",,
playing_1772197330309_annotated.jpg,Annotated,"[2, 3]",,
playing_1772197330309_annotated.jpg,Annotated,"[2, 4]",,
playing_1772197330309_annotated.jpg,Annotated,"[3, 4]",,
playing_1772197330309_depth.png,Depth,"[1, 2]",,
playing_1772197330309_depth.png,Depth,"[1, 3]",,
playing_1772197330309_depth.png,Depth,"[1, 4]",,
playing_1772197330309_depth.png,Depth,"[2, 3]",,
playing_1772197330309_depth.png,Depth,"[2, 4]",,
playing_1772197330309_depth.png,Depth,"[3, 4]",,
playing_1772197330309_raw.jpg,Raw,"[1, 2]",,
playing_1772197330309_raw.jpg,Raw,"[1, 3]",,
playing_1772197330309_raw.jpg,Raw,"[1, 4]",,
playing_1772197330309_raw.jpg,Raw,"[2, 3]",,
playing_1772197330309_raw.jpg,Raw,"[2, 4]",,
playing_1772197330309_raw.jpg,Raw,"[3, 4]",,
playing_1772197332180_annotated.jpg,Annotated,"[1, 2]",,
playing_1772197332180_annotated.jpg,Annotated,"[1, 3]",,
playing_1772197332180_annotated.jpg,Annotated,"[1, 4]",,
playing_1772197332180_annotated.jpg,Annotated,"[2, 3]",,
playing_1772197332180_annotated.jpg,Annotated,"[2, 4]",,
playing_1772197332180_annotated.jpg,Annotated,"[3, 4]",,
playing_1772197332180_depth.png,Depth,"[1, 2]",,
playing_1772197332180_depth.png,Depth,"[1, 3]",,
playing_1772197332180_depth.png,Depth,"[1, 4]",,
playing_1772197332180_depth.png,Depth,"[2, 3]",,
playing_1772197332180_depth.png,Depth,"[2, 4]",,
playing_1772197332180_depth.png,Depth,"[3, 4]",,
playing_1772197332180_raw.jpg,Raw,"[1, 2]",,
playing_1772197332180_raw.jpg,Raw,"[1, 3]",,
playing_1772197332180_raw.jpg,Raw,"[1, 4]",,
playing_1772197332180_raw.jpg,Raw,"[2, 3]",,
playing_1772197332180_raw.jpg,Raw,"[2, 4]",,
playing_1772197332180_raw.jpg,Raw,"[3, 4]",,
presenting_1772191553520_annotated.jpg,Annotated,"[1, 2]",,
presenting_1772191553520_annotated.jpg,Annotated,"[1, 3]",,
presenting_1772191553520_annotated.jpg,Annotated,"[1, 4]",,
presenting_1772191553520_annotated.jpg,Annotated,"[2, 3]",,
presenting_1772191553520_annotated.jpg,Annotated,"[2, 4]",,
presenting_1772191553520_annotated.jpg,Annotated,"[3, 4]",,
presenting_1772191553520_depth.png,Depth,"[1, 2]",,
presenting_1772191553520_depth.png,Depth,"[1, 3]",,
presenting_1772191553520_depth.png,Depth,"[1, 4]",,
presenting_1772191553520_depth.png,Depth,"[2, 3]",,
presenting_1772191553520_depth.png,Depth,"[2, 4]",,
presenting_1772191553520_depth.png,Depth,"[3, 4]",,
presenting_1772191553520_raw.jpg,Raw,"[1, 2]",,
presenting_1772191553520_raw.jpg,Raw,"[1, 3]",,
presenting_1772191553520_raw.jpg,Raw,"[1, 4]",,
presenting_1772191553520_raw.jpg,Raw,"[2, 3]",,
presenting_1772191553520_raw.jpg,Raw,"[2, 4]",,
presenting_1772191553520_raw.jpg,Raw,"[3, 4]",,
presenting_1772191555767_annotated.jpg,Annotated,"[1, 2]",,
presenting_1772191555767_annotated.jpg,Annotated,"[1, 3]",,
presenting_1772191555767_annotated.jpg,Annotated,"[1, 4]",,
presenting_1772191555767_annotated.jpg,Annotated,"[2, 3]",,
presenting_1772191555767_annotated.jpg,Annotated,"[2, 4]",,
presenting_1772191555767_annotated.jpg,Annotated,"[3, 4]",,
presenting_1772191555767_depth.png,Depth,"[1, 2]",,
presenting_1772191555767_depth.png,Depth,"[1, 3]",,
presenting_1772191555767_depth.png,Depth,"[1, 4]",,
presenting_1772191555767_depth.png,Depth,"[2, 3]",,
presenting_1772191555767_depth.png,Depth,"[2, 4]",,
presenting_1772191555767_depth.png,Depth,"[3, 4]",,
presenting_1772191555767_raw.jpg,Raw,"[1, 2]",,
presenting_1772191555767_raw.jpg,Raw,"[1, 3]",,
presenting_1772191555767_raw.jpg,Raw,"[1, 4]",,
presenting_1772191555767_raw.jpg,Raw,"[2, 3]",,
presenting_1772191555767_raw.jpg,Raw,"[2, 4]",,
presenting_1772191555767_raw.jpg,Raw,"[3, 4]",,
presenting_1772191558241_annotated.jpg,Annotated,"[1, 2]",,
presenting_1772191558241_annotated.jpg,Annotated,"[1, 3]",,
presenting_1772191558241_annotated.jpg,Annotated,"[1, 4]",,
presenting_1772191558241_annotated.jpg,Annotated,"[2, 3]",,
presenting_1772191558241_annotated.jpg,Annotated,"[2, 4]",,
presenting_1772191558241_annotated.jpg,Annotated,"[3, 4]",,
presenting_1772191558241_depth.png,Depth,"[1, 2]",,
presenting_1772191558241_depth.png,Depth,"[1, 3]",,
presenting_1772191558241_depth.png,Depth,"[1, 4]",,
presenting_1772191558241_depth.png,Depth,"[2, 3]",,
presenting_1772191558241_depth.png,Depth,"[2, 4]",,
presenting_1772191558241_depth.png,Depth,"[3, 4]",,
presenting_1772191558241_raw.jpg,Raw,"[1, 2]",,
presenting_1772191558241_raw.jpg,Raw,"[1, 3]",,
presenting_1772191558241_raw.jpg,Raw,"[1, 4]",,
presenting_1772191558241_raw.jpg,Raw,"[2, 3]",,
presenting_1772191558241_raw.jpg,Raw,"[2, 4]",,
presenting_1772191558241_raw.jpg,Raw,"[3, 4]",,
presenting_1772191561090_annotated.jpg,Annotated,"[1, 2]",,
presenting_1772191561090_annotated.jpg,Annotated,"[1, 3]",,
presenting_1772191561090_annotated.jpg,Annotated,"[1, 4]",,
presenting_1772191561090_annotated.jpg,Annotated,"[2, 3]",,
presenting_1772191561090_annotated.jpg,Annotated,"[2, 4]",,
presenting_1772191561090_annotated.jpg,Annotated,"[3, 4]",,
presenting_1772191561090_depth.png,Depth,"[1, 2]",,
presenting_1772191561090_depth.png,Depth,"[1, 3]",,
presenting_1772191561090_depth.png,Depth,"[1, 4]",,
presenting_1772191561090_depth.png,Depth,"[2, 3]",,
presenting_1772191561090_depth.png,Depth,"[2, 4]",,
presenting_1772191561090_depth.png,Depth,"[3, 4]",,
presenting_1772191561090_raw.jpg,Raw,"[1, 2]",,
presenting_1772191561090_raw.jpg,Raw,"[1, 3]",,
presenting_1772191561090_raw.jpg,Raw,"[1, 4]",,
presenting_1772191561090_raw.jpg,Raw,"[2, 3]",,
presenting_1772191561090_raw.jpg,Raw,"[2, 4]",,
presenting_1772191561090_raw.jpg,Raw,"[3, 4]",,
presenting_1772191582585_annotated.jpg,Annotated,"[1, 2]",,
