Filename,Image_Type,Human_ID,State,Target_IDs,Gaze
playing_1771951937424.jpg,Annotated,1,ignoring,[],forward
playing_1771951937424.jpg,Annotated,2,conversation,[1],at_target
playing_1771951937424.jpg,Grayscale,1,ignoring,[],forward
playing_1771951937424.jpg,Grayscale,2,conversation,[1],at_target
playing_1771951967861.jpg,Annotated,1,sharedtask,[2],at_target
playing_1771951967861.jpg,Annotated,2,sharedtask,[1],at_target
playing_1771951967861.jpg,Grayscale,1,sharedtask,[2],at_target
playing_1771951967861.jpg,Grayscale,2,sharedtask,[1],at_target
playing_1771951977481.jpg,Annotated,1,sharedtask,[2],at_target
playing_1771951977481.jpg,Annotated,2,sharedtask,[1],at_target
playing_1771951977481.jpg,Grayscale,1,sharedtask,[2],at_target
playing_1771951977481.jpg,Grayscale,2,sharedtask,[1],at_target
playing_1771952104654.jpg,Annotated,1,sharedtask,[2],at_target
playing_1771952104654.jpg,Annotated,2,sharedtask,[1],at_target
playing_1771952104654.jpg,Grayscale,1,sharedtask,[2],at_target
playing_1771952104654.jpg,Grayscale,2,sharedtask,[1],at_target
presenting_1771951537565.jpg,Annotated,1,sharedtask,[2],at_target
presenting_1771951537565.jpg,Annotated,2,sharedtask,[1],at_target
presenting_1771951537565.jpg,Grayscale,1,sharedtask,[2],at_target
presenting_1771951537565.jpg,Grayscale,2,sharedtask,[1],at_target
proxemics_1771951349168.jpg,Annotated,1,ignoring,[],right
proxemics_1771951349168.jpg,Annotated,2,ignoring,[],forward
proxemics_1771951349168.jpg,Grayscale,1,ignoring,[],right
proxemics_1771951349168.jpg,Grayscale,2,ignoring,[],forward
sharedtask_1771952134603.jpg,Annotated,1,sharedtask,[2],at_target
sharedtask_1771952134603.jpg,Annotated,2,sharedtask,[1],at_target
sharedtask_1771952134603.jpg,Grayscale,1,sharedtask,[2],at_target
sharedtask_1771952134603.jpg,Grayscale,2,sharedtask,[1],at_target
sharedtask_1771952149087.jpg,Annotated,1,sharedtask,[2],at_target
sharedtask_1771952149087.jpg,Annotated,2,sharedtask,[1],at_target
sharedtask_1771952149087.jpg,Grayscale,1,sharedtask,[2],at_target
sharedtask_1771952149087.jpg,Grayscale,2,sharedtask,[1],at_target
sharedtask_1771952163360.jpg,Annotated,1,playing,[2],at_target
sharedtask_1771952163360.jpg,Annotated,2,playing,[1],at_target
sharedtask_1771952163360.jpg,Grayscale,1,playing,[2],at_target
sharedtask_1771952163360.jpg,Grayscale,2,playing,[1],at_target
sharedtask_1771952185277.jpg,Annotated,1,sharedtask,[2],at_target
sharedtask_1771952185277.jpg,Annotated,2,sharedtask,[1],at_target
sharedtask_1771952185277.jpg,Grayscale,1,sharedtask,[2],at_target
sharedtask_1771952185277.jpg,Grayscale,2,sharedtask,[1],at_target
sharedtask_1771952240036.jpg,Annotated,1,sharedtask,[2],at_target
sharedtask_1771952240036.jpg,Annotated,2,sharedtask,[1],at_target
sharedtask_1771952240036.jpg,Grayscale,1,sharedtask,[2],at_target
sharedtask_1771952240036.jpg,Grayscale,2,sharedtask,[1],at_target
sharedtask_1771952293151.jpg,Annotated,1,sharedtask,[2],at_target
sharedtask_1771952293151.jpg,Annotated,2,sharedtask,[1],at_target
sharedtask_1771952293151.jpg,Grayscale,1,sharedtask,[2],at_target
sharedtask_1771952293151.jpg,Grayscale,2,sharedtask,[1],at_target
